League,Team,Player,Country,Appearances,URL
2019–20 Russian Premier League,2019–20 FC Rostov season,Nikita Kolotievskiy,Russia,0,https://en.wikipedia.org/wiki/Nikita_Kolotievskiy
2019–20 Russian Premier League,2019–20 FC Rostov season,Eldor Shomurodov,Uzbekistan,43,https://en.wikipedia.org/wiki/Eldor_Shomurodov
2019–20 Russian Premier League,2019–20 FC Rostov season,Danil Khromov,Russia,0,https://en.wikipedia.org/wiki/Danil_Khromov
2019–20 Russian Premier League,2019–20 FC Rostov season,Danila Sukhomlinov,Russia,0,https://en.wikipedia.org/wiki/Danila_Sukhomlinov
2019–20 Russian Premier League,2019–20 FC Rostov season,Aleksey Kornienko,Russia,0,https://en.wikipedia.org/wiki/Aleksey_Kornienko
2019–20 Russian Premier League,2019–20 FC Rostov season,Nikolai Poyarkov,Russia,0,https://en.wikipedia.org/wiki/Nikolai_Poyarkov
2019–20 Russian Premier League,2019–20 FC Rostov season,Saeid Ezatolahi,Iran,31,https://en.wikipedia.org/wiki/Saeid_Ezatolahi
2019–20 Russian Premier League,2019–20 FC Rostov season,Konstantin Pliyev,Russia,0,https://en.wikipedia.org/wiki/Konstantin_Pliyev
2019–20 Russian Premier League,2019–20 FC Rostov season,Aleksandr Zuyev,Russia,0,https://en.wikipedia.org/wiki/Aleksandr_Dmitriyevich_Zuyev
2019–20 Russian Premier League,2019–20 FC Rostov season,Björn Bergmann Sigurðarson,Iceland,Total,https://en.wikipedia.org/wiki/Bj%C3%B6rn_Bergmann_Sigur%C3%B0arson
2019–20 Russian Premier League,2019–20 FC Rostov season,Kirill Malyarov,Russia,0,https://en.wikipedia.org/wiki/Kirill_Malyarov
2019–20 Russian Premier League,2019–20 FC Rostov season,Vladimir Medved,Belarus,0,https://en.wikipedia.org/wiki/Vladimir_Medved
2019–20 Russian Premier League,2019–20 FC Rostov season,Viðar Örn Kjartansson,Iceland,0,https://en.wikipedia.org/wiki/Vi%C3%B0ar_%C3%96rn_Kjartansson
2019–20 Russian Premier League,2019–20 FC Rostov season,Anton Salétros,Sweden,0,https://en.wikipedia.org/wiki/Anton_Sal%C3%A9tros
2019–20 Russian Premier League,2019–20 FC Rostov season,Dmitri Veber,Russia,0,https://en.wikipedia.org/wiki/Dmitri_Veber
2019–20 Russian Premier League,2019–20 FC Rostov season,Maciej Wilusz,Poland,0,https://en.wikipedia.org/wiki/Maciej_Wilusz
2019–20 Russian Premier League,2019–20 FC Rostov season,Artyom Shchadin,Russia,0,https://en.wikipedia.org/wiki/Artyom_Shchadin
2019–20 Russian Premier League,2019–20 FC Rostov season,Reziuan Mirzov,Russia,0,https://en.wikipedia.org/wiki/Reziuan_Mirzov
2019–20 Russian Premier League,2019–20 FC Rostov season,Alexandru Gațcan,Moldova,63,https://en.wikipedia.org/wiki/Alexandru_Ga%C8%9Bcan
2019–20 Russian Premier League,2019–20 FC Rostov season,Ragnar Sigurðsson,Iceland,97,https://en.wikipedia.org/wiki/Ragnar_Sigur%C3%B0sson
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Yury Dyupin,Russia,0,https://en.wikipedia.org/wiki/Yury_Dyupin
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Ivan Konovalov,Russia,0,https://en.wikipedia.org/wiki/Ivan_Konovalov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Silvije Begić,Croatia,0,https://en.wikipedia.org/wiki/Silvije_Begi%C4%87
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Konstantin Pliyev,Russia,0,https://en.wikipedia.org/wiki/Konstantin_Pliyev
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Pablo,Brazil,0,https://en.wikipedia.org/wiki/Pablo_Renan_dos_Santos
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Aleksei Gorodovoy,Russia,0,https://en.wikipedia.org/wiki/Aleksei_Gorodovoy
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Filip Uremović,Croatia,0,https://en.wikipedia.org/wiki/Filip_Uremovi%C4%87
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Vladimir Granat,Russia,13,https://en.wikipedia.org/wiki/Vladimir_Granat
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Carl Starfelt,Sweden,0,https://en.wikipedia.org/wiki/Carl_Starfelt
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,David Volk,Russia,0,https://en.wikipedia.org/wiki/David_Volk
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Ilya Agapov,Russia,0,https://en.wikipedia.org/wiki/Ilya_Agapov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Oleh Danchenko,Ukraine,0,https://en.wikipedia.org/wiki/Oleh_Danchenko
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Nikolai Poyarkov,Russia,0,https://en.wikipedia.org/wiki/Nikolai_Poyarkov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Danil Stepanov,Russia,0,https://en.wikipedia.org/wiki/Danil_Stepanov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Igor Konovalov,Russia,0,https://en.wikipedia.org/wiki/Igor_Konovalov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Vyacheslav Podberyozkin,Russia,0,https://en.wikipedia.org/wiki/Vyacheslav_Podberyozkin
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Ilya Samoshnikov,Russia,0,https://en.wikipedia.org/wiki/Ilya_Samoshnikov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Darko Jevtić,Switzerland,0,https://en.wikipedia.org/wiki/Darko_Jevti%C4%87
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Aleksandr Zuyev,Russia,0,https://en.wikipedia.org/wiki/Aleksandr_Zuyev_(footballer)
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Nikita Makarov,Russia,0,https://en.wikipedia.org/wiki/Nikita_Makarov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Khvicha Kvaratskhelia,Georgia_(country),5,https://en.wikipedia.org/wiki/Khvicha_Kvaratskhelia
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Aleksandr Tashayev,Russia,0,https://en.wikipedia.org/wiki/Aleksandr_Tashayev
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Soltmurad Bakayev,Russia,0,https://en.wikipedia.org/wiki/Soltmurad_Bakayev
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Yevgeni Markov,Russia,0,"https://en.wikipedia.org/wiki/Yevgeni_Markov_(footballer,_born_1994)"
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Kamil Zakirov,Russia,0,https://en.wikipedia.org/wiki/Kamil_Zakirov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Oliver Abildgaard,Denmark,0,https://en.wikipedia.org/wiki/Oliver_Abildgaard
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Ivan Ignatyev,Russia,0,https://en.wikipedia.org/wiki/Ivan_Ignatyev
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Shahrom Samiyev,Tajikistan,6,https://en.wikipedia.org/wiki/Shahrom_Samiyev
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Beka Mikeltadze,Georgia_(country),0,https://en.wikipedia.org/wiki/Beka_Mikeltadze
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Artur Sagitov,Russia,0,https://en.wikipedia.org/wiki/Artur_Sagitov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Vladislav Mikushin,Russia,0,https://en.wikipedia.org/wiki/Vladislav_Mikushin
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Đorđe Despotović,Serbia,0,https://en.wikipedia.org/wiki/%C4%90or%C4%91e_Despotovi%C4%87
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Nikolai Kipiani,Russia,0,https://en.wikipedia.org/wiki/Nikolai_Kipiani
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Yevgeni Bashkirov,Russia,0,https://en.wikipedia.org/wiki/Yevgeni_Bashkirov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Zuriko Davitashvili,Georgia_(country),0,https://en.wikipedia.org/wiki/Zuriko_Davitashvili
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Rail Abdullin,Russia,0,https://en.wikipedia.org/wiki/Rail_Abdullin
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Roman Akbashev,Russia,0,https://en.wikipedia.org/wiki/Roman_Akbashev
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Yegor Sorokin,Russia,0,https://en.wikipedia.org/wiki/Yegor_Sorokin
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Viðar Örn Kjartansson,Iceland,0,https://en.wikipedia.org/wiki/Vi%C3%B0ar_%C3%96rn_Kjartansson
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Dmitri Tarasov,Russia,8,https://en.wikipedia.org/wiki/Dmitri_Tarasov_(footballer)
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Vitaliy Denisov,Uzbekistan,0,https://en.wikipedia.org/wiki/Vitaliy_Denisov
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Pavel Mogilevets,Russia,0,https://en.wikipedia.org/wiki/Pavel_Mogilevets
2019–20 Russian Premier League,2019–20 FC Rubin Kazan season,Denis Makarov,Russia,0,https://en.wikipedia.org/wiki/Denis_Makarov_(footballer)
2019–20 Russian Premier League,2019–20 PFC Sochi season,Aleksei Pomerko,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Aleksei_Pomerko
2019–20 Russian Premier League,2019–20 PFC Sochi season,Maksim Barsov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Maksim_Barsov
2019–20 Russian Premier League,2019–20 PFC Sochi season,Ibragim Tsallagov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Ibragim_Tsallagov
2019–20 Russian Premier League,2019–20 PFC Sochi season,Anton Zabolotny,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Anton_Zabolotny
2019–20 Russian Premier League,2019–20 PFC Sochi season,Nikita Koldunov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Nikita_Koldunov
2019–20 Russian Premier League,2019–20 PFC Sochi season,Nikolai Zabolotny,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Nikolai_Zabolotny
2019–20 Russian Premier League,2019–20 PFC Sochi season,Christian Noboa,Ecuadorian_Football_Federation,78,https://en.wikipedia.org/wiki/Christian_Noboa
2019–20 Russian Premier League,2019–20 PFC Sochi season,Igor Yurganov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Igor_Yurganov
2019–20 Russian Premier League,2019–20 PFC Sochi season,Nikita Kalugin,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Nikita_Kalugin
2019–20 Russian Premier League,2019–20 PFC Sochi season,Nikita Burmistrov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Nikita_Burmistrov
2019–20 Russian Premier League,2019–20 PFC Sochi season,Ivan Novoseltsev,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Ivan_Novoseltsev_(footballer)
2019–20 Russian Premier League,2019–20 PFC Sochi season,Andrei Mostovoy (on loan from Zenit St. Petersburg),Russian_Football_Union,0,https://en.wikipedia.org/wiki/Andrei_Mostovoy
2019–20 Russian Premier League,2019–20 PFC Sochi season,Kirill Zaika,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Kirill_Zaika
2019–20 Russian Premier League,2019–20 PFC Sochi season,Soslan Dzhanayev,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Soslan_Dzhanayev
2019–20 Russian Premier League,2019–20 PFC Sochi season,Elmir Nabiullin,Russian_Football_Union,1,https://en.wikipedia.org/wiki/Elmir_Nabiullin
2019–20 Russian Premier League,2019–20 PFC Sochi season,Anatoli Nemchenko,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Anatoli_Nemchenko
2019–20 Russian Premier League,2019–20 PFC Sochi season,Akmal Bakhtiyarov,Football_Federation_of_Kazakhstan,0,https://en.wikipedia.org/wiki/Akmal_Bakhtiyarov
2019–20 Russian Premier League,2019–20 PFC Sochi season,Ivan Miladinović,Football_Association_of_Serbia,0,https://en.wikipedia.org/wiki/Ivan_Miladinovi%C4%87
2019–20 Russian Premier League,2019–20 PFC Sochi season,Dušan Lagator,Football_Association_of_Montenegro,0,https://en.wikipedia.org/wiki/Du%C5%A1an_Lagator
2019–20 Russian Premier League,2019–20 PFC Sochi season,Timofei Margasov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Timofei_Margasov
2019–20 Russian Premier League,2019–20 PFC Sochi season,Aleksandre Karapetian,Football_Federation_of_Armenia,19,https://en.wikipedia.org/wiki/Aleksandre_Karapetian
2019–20 Russian Premier League,2019–20 PFC Sochi season,Pavel Shakuro,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Pavel_Shakuro
2019–20 Russian Premier League,2019–20 PFC Sochi season,Erik Vardanyan,Football_Federation_of_Armenia,3,https://en.wikipedia.org/wiki/Erik_Vardanyan
2019–20 Russian Premier League,2019–20 PFC Sochi season,Miha Mevlja,Football_Association_of_Slovenia,0,https://en.wikipedia.org/wiki/Miha_Mevlja
2019–20 Russian Premier League,2019–20 PFC Sochi season,Aleksandr Kokorin (on loan from Zenit St. Petersburg),Russian_Football_Union,0,https://en.wikipedia.org/wiki/Aleksandr_Kokorin
2019–20 Russian Premier League,2019–20 PFC Sochi season,Giannelli Imbula,Congolese_Association_Football_Federation,0,https://en.wikipedia.org/wiki/Giannelli_Imbula
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Samuel Gigot,France,0,https://en.wikipedia.org/wiki/Samuel_Gigot
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Timur Akmurzin,Russia,0,https://en.wikipedia.org/wiki/Timur_Akmurzin
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ayrton Lucas,Brazil,0,https://en.wikipedia.org/wiki/Ayrton_Lucas
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Daniil Yarusov,Russia,0,https://en.wikipedia.org/wiki/Daniil_Yarusov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Andrea Romagnoli,Italy,0,https://en.wikipedia.org/wiki/Andrea_Romagnoli
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Aleksandr Maksimenko,Russia,0,"https://en.wikipedia.org/wiki/Aleksandr_Maksimenko_(footballer,_born_1998)"
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Artyom Rebrov,Russia,0,https://en.wikipedia.org/wiki/Artyom_Rebrov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Anton Shitov,Russia,0,https://en.wikipedia.org/wiki/Anton_Shitov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Aleksandr Selikhov,Russia,0,https://en.wikipedia.org/wiki/Aleksandr_Selikhov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Georgi Dzhikiya,Russia,0,https://en.wikipedia.org/wiki/Georgi_Dzhikiya
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Malcolm Badu,Germany,0,https://en.wikipedia.org/wiki/Malcolm_Badu
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Georgi Tigiyev,Russia,0,https://en.wikipedia.org/wiki/Georgi_Tigiyev
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Artyom Voropayev,Russia,0,https://en.wikipedia.org/wiki/Artyom_Voropayev
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Leonid Mironov,Russia,0,https://en.wikipedia.org/wiki/Leonid_Mironov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ilya Kutepov,Russia,13,https://en.wikipedia.org/wiki/Ilya_Kutepov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Pavel Maslov,Russia,0,https://en.wikipedia.org/wiki/Pavel_Maslov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Andrey Yeshchenko,Russia,0,https://en.wikipedia.org/wiki/Andrey_Yeshchenko
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Vitali Dyakov,Russia,0,https://en.wikipedia.org/wiki/Vitali_Dyakov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Roman Shishkin,Russia,12,https://en.wikipedia.org/wiki/Roman_Shishkin
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ilya Golosov,Russia,0,https://en.wikipedia.org/wiki/Ilya_Golosov_(footballer)
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ilya Gaponov,Russia,0,https://en.wikipedia.org/wiki/Ilya_Gaponov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Daniil Petrunin,Russia,0,https://en.wikipedia.org/wiki/Daniil_Petrunin
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Nikolai Tyunin,Russia,0,https://en.wikipedia.org/wiki/Nikolai_Tyunin
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Mikhail Ignatov,Russia,0,https://en.wikipedia.org/wiki/Mikhail_Ignatov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Maksim Sazonov,Russia,0,https://en.wikipedia.org/wiki/Maksim_Sazonov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Guus Til,Netherlands,0,https://en.wikipedia.org/wiki/Guus_Til
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Zelimkhan Bakayev,Russia,0,https://en.wikipedia.org/wiki/Zelimkhan_Bakayev
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ayaz Guliyev,Russia,0,https://en.wikipedia.org/wiki/Ayaz_Guliyev
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Vladislav Vasilyev,Russia,0,https://en.wikipedia.org/wiki/Vladislav_Vasilyev
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Alex Král,Czech_Republic,0,https://en.wikipedia.org/wiki/Alex_Kr%C3%A1l
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Nail Umyarov,Russia,0,https://en.wikipedia.org/wiki/Nail_Umyarov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Nikolai Rasskazov,Russia,0,https://en.wikipedia.org/wiki/Nikolai_Rasskazov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Pyotr Volodkin,Russia,0,https://en.wikipedia.org/wiki/Pyotr_Volodkin
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Lorenzo Melgarejo,Paraguay,0,https://en.wikipedia.org/wiki/Lorenzo_Melgarejo
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ruslan Litvinov,Russia,0,https://en.wikipedia.org/wiki/Ruslan_Litvinov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Roman Zobnin,Russia,27,https://en.wikipedia.org/wiki/Roman_Zobnin
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ivan Repyakh,Russia,0,https://en.wikipedia.org/wiki/Ivan_Repyakh
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Dmitri Markitesov,Russia,0,https://en.wikipedia.org/wiki/Dmitri_Markitesov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Nikoloz Kutateladze,Georgia_(country),0,https://en.wikipedia.org/wiki/Nikoloz_Kutateladze
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Reziuan Mirzov,Russia,0,https://en.wikipedia.org/wiki/Reziuan_Mirzov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Maksim Danilin,Russia,0,"https://en.wikipedia.org/wiki/Maksim_Danilin_(footballer,_born_September_2001)"
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Svyatoslav Kozhedub,Russia,0,https://en.wikipedia.org/wiki/Svyatoslav_Kozhedub
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Nikita Bakalyuk,Russia,0,https://en.wikipedia.org/wiki/Nikita_Bakalyuk
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Stepan Oganesyan,Russia,0,https://en.wikipedia.org/wiki/Stepan_Oganesyan
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Stepan Melnikov,Russia,0,https://en.wikipedia.org/wiki/Stepan_Melnikov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Thierno Thioub,Senegal,0,https://en.wikipedia.org/wiki/Thierno_Thioub
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Maksim Glushenkov,Russia,0,https://en.wikipedia.org/wiki/Maksim_Glushenkov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Sylvanus Nimely,Liberia,0,https://en.wikipedia.org/wiki/Sylvanus_Nimely
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Aleksandr Sobolev,Russia,0,"https://en.wikipedia.org/wiki/Aleksandr_Sobolev_(footballer,_born_1997)"
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Ezequiel Ponce,Argentina,0,https://en.wikipedia.org/wiki/Ezequiel_Ponce
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Artyom Timofeyev,Russia,0,https://en.wikipedia.org/wiki/Artyom_Timofeyev_(footballer)
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Jordan Larsson,Sweden,5,https://en.wikipedia.org/wiki/Jordan_Larsson
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Aleksandr Rudenko,Russia,0,"https://en.wikipedia.org/wiki/Aleksandr_Rudenko_(footballer,_born_1999)"
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Idrisa Sambú,Portugal,0,https://en.wikipedia.org/wiki/Idrisa_Samb%C3%BA
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Georgi Melkadze,Russia,0,https://en.wikipedia.org/wiki/Georgi_Melkadze
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Aleksandr Tashayev,Russia,0,https://en.wikipedia.org/wiki/Aleksandr_Tashayev
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Aleksandr Lomovitsky,Russia,0,https://en.wikipedia.org/wiki/Aleksandr_Lomovitsky
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Soltmurad Bakayev,Russia,0,https://en.wikipedia.org/wiki/Soltmurad_Bakayev
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Fernando,Brazil,8,"https://en.wikipedia.org/wiki/Fernando_(footballer,_born_1992)"
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Pedro Rocha,Brazil,0,https://en.wikipedia.org/wiki/Pedro_Rocha_Neves
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Dmitri Kombarov,Russia,0,https://en.wikipedia.org/wiki/Dmitri_Kombarov
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Luiz Adriano,Brazil,4,https://en.wikipedia.org/wiki/Luiz_Adriano
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Jano Ananidze,Georgia_(country),0,https://en.wikipedia.org/wiki/Jano_Ananidze
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,André Schürrle,Germany,57,https://en.wikipedia.org/wiki/Andr%C3%A9_Sch%C3%BCrrle
2019–20 Russian Premier League,2019–20 FC Spartak Moscow season,Sofiane Hanni,Algeria,0,https://en.wikipedia.org/wiki/Sofiane_Hanni
2019–20 Russian Premier League,2019–20 FC Tambov season,Vladimir Obukhov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Vladimir_Obukhov
2019–20 Russian Premier League,2019–20 FC Tambov season,Aleksei Rybin,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Aleksei_Vladimirovich_Rybin
2019–20 Russian Premier League,2019–20 FC Tambov season,Fanen Akyam,Nigeria_Football_Federation,0,https://en.wikipedia.org/wiki/Fanen_Akyam
2019–20 Russian Premier League,2019–20 FC Tambov season,Anton Kilin,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Anton_Kilin
2019–20 Russian Premier League,2019–20 FC Tambov season,Khasan Mamtov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Khasan_Mamtov
2019–20 Russian Premier League,2019–20 FC Tambov season,Artyom Fedchuk,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Artyom_Fedchuk
2019–20 Russian Premier League,2019–20 FC Tambov season,Yevgeni Shlyakov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Yevgeni_Shlyakov
2019–20 Russian Premier League,2019–20 FC Tambov season,Guram Tetrashvili,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Guram_Tetrashvili
2019–20 Russian Premier League,2019–20 FC Tambov season,Amur Kalmykov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Amur_Kalmykov
2019–20 Russian Premier League,2019–20 FC Tambov season,Aleksei Gritsayenko (on loan from Krasnodar),Russian_Football_Union,0,https://en.wikipedia.org/wiki/Aleksei_Gritsayenko
2019–20 Russian Premier League,2019–20 FC Tambov season,Oleksandr Filin (on loan from Khimki),Russian_Football_Union,0,https://en.wikipedia.org/wiki/Oleksandr_Filin
2019–20 Russian Premier League,2019–20 FC Tambov season,Igor Yurganov (on loan from Sochi),Russian_Football_Union,0,https://en.wikipedia.org/wiki/Igor_Yurganov
2019–20 Russian Premier League,2019–20 FC Tambov season,Oleksandr Kapliyenko,Ukrainian_Association_of_Football,0,https://en.wikipedia.org/wiki/Oleksandr_Kapliyenko
2019–20 Russian Premier League,2019–20 FC Tambov season,Pavel Karasyov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Pavel_Karasyov
2019–20 Russian Premier League,2019–20 FC Tambov season,Giorgi Shelia,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Giorgi_Shelia
2019–20 Russian Premier League,2019–20 FC Tambov season,Valeriu Ciupercă,Moldovan_Football_Federation,0,https://en.wikipedia.org/wiki/Valeriu_Ciuperc%C4%83
2019–20 Russian Premier League,2019–20 FC Tambov season,Nikita Chagrov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Nikita_Chagrov
2019–20 Russian Premier League,2019–20 FC Tambov season,Maksim Lazutkin,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Maksim_Lazutkin
2019–20 Russian Premier League,2019–20 FC Tambov season,Adessoye Oyewole,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Adessoye_Oyewole
2019–20 Russian Premier League,2019–20 FC Tambov season,Mikhail Kostyukov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Mikhail_Kostyukov
2019–20 Russian Premier League,2019–20 FC Tambov season,Soslan Takazov,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Soslan_Takazov
2019–20 Russian Premier League,2019–20 FC Tambov season,Georgi Melkadze (on loan from Spartak Moscow),Russian_Football_Union,0,https://en.wikipedia.org/wiki/Georgi_Melkadze
2019–20 Russian Premier League,2019–20 FC Ufa season,Danil Krugovoy (on loan from Zenit St. Petersburg),Russian_Football_Union,0,https://en.wikipedia.org/wiki/Danil_Krugovoy
2019–20 Russian Premier League,2019–20 FC Ufa season,Aleksei Nikitin,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Aleksei_Nikitin
2019–20 Russian Premier League,2019–20 FC Ufa season,Oston Urunov,Uzbekistan_Football_Association,4,https://en.wikipedia.org/wiki/Oston_Urunov
2019–20 Russian Premier League,2019–20 FC Ufa season,Pavel Alikin,Russian_Football_Union,0,https://en.wikipedia.org/wiki/Pavel_Alikin
2019–20 Russian Premier League,2019–20 FC Ufa season,Olivier Thill,Luxembourg_Football_Federation,0,https://en.wikipedia.org/wiki/Olivier_Thill
